county_fips,state_abbr,county_name,cmr_facility_count,cct_facility_count,svi_percentile,svi_quartile,rucc_code,metro_indicator,total_population,adult_pop_45plus,rate_excluded,cmr_rate_per_100k,cct_rate_per_100k
24041,MD,Talbot,0,0,0.3338,2,6.0,0,37823,21071,0,0.0,0.0
13257,GA,Stephens,0,0,0.7836,4,7.0,0,27228,12550,0,0.0,0.0
06065,CA,Riverside,1,6,0.8199,4,1.0,1,2492442,983215,0,0.10170715458978961,0.6102429275387377
05005,AR,Baxter,0,0,0.4333,2,7.0,0,42875,24123,0,0.0,0.0
28007,MS,Attala,0,0,0.957,4,6.0,0,17359,7649,0,0.0,0.0
19169,IA,Story,0,0,0.2364,1,3.0,1,98566,30569,0,0.0,0.0
20011,KS,Bourbon,0,0,0.5126,3,6.0,0,14408,6097,0,0.0,0.0
51049,VA,Cumberland,0,1,0.4426,2,8.0,0,9878,5019,0,0.0,19.924287706714484
45085,SC,Sumter,0,0,0.8762,4,3.0,1,104165,42880,0,0.0,0.0
02164,AK,Lake and Peninsula,0,0,0.7926,4,9.0,0,1331,531,1,,
54109,WV,Wyoming,0,0,0.5173,3,8.0,0,20277,10358,0,0.0,0.0
06029,CA,Kern,1,3,0.9685,4,2.0,1,913820,303321,0,0.3296837343935962,0.9890512031807887
48097,TX,Cooke,0,0,0.6946,3,6.0,0,43782,19419,0,0.0,0.0
45075,SC,Orangeburg,0,0,0.9516,4,4.0,0,82820,37958,0,0.0,0.0
55119,WI,Taylor,0,0,0.189,1,8.0,0,20058,9947,0,0.0,0.0
27099,MN,Mower,0,0,0.5021,3,4.0,0,40058,16744,0,0.0,0.0
27101,MN,Murray,0,0,0.0983,1,9.0,0,8049,4135,0,0.0,0.0
44007,RI,Providence,4,3,0.8097,4,1.0,1,660615,273000,0,1.4652014652014653,1.0989010989010988
29161,MO,Phelps,0,2,0.6402,3,5.0,0,45284,18056,0,0.0,11.076650420912715
28117,MS,Prentiss,0,0,0.6993,3,7.0,0,25135,10504,0,0.0,0.0
21235,KY,Whitley,0,1,0.8365,4,7.0,0,36825,14347,0,0.0,6.970098278385725
18149,IN,Starke,0,0,0.2829,2,8.0,0,23206,11012,0,0.0,0.0
48491,TX,Williamson,0,1,0.3207,2,1.0,1,697191,255012,0,0.0,0.3921384091729017
19131,IA,Mitchell,0,0,0.085,1,9.0,0,10518,4933,0,0.0,0.0
13107,GA,Emanuel,0,0,0.9494,4,7.0,0,23119,9248,0,0.0,0.0
22025,LA,Catahoula,0,0,0.8581,4,9.0,0,8414,3680,0,0.0,0.0
42025,PA,Carbon,0,0,0.2895,2,2.0,1,65458,33595,0,0.0,0.0
31133,NE,Pawnee,0,0,0.49,2,9.0,0,2512,1316,0,0.0,0.0
47171,TN,Unicoi,0,0,0.5371,3,3.0,1,17756,9282,0,0.0,0.0
45083,SC,Spartanburg,0,0,0.7486,3,2.0,1,356698,146028,0,0.0,0.0
55073,WI,Marathon,2,1,0.1473,1,3.0,1,138612,63184,0,3.165358318561661,1.5826791592808305
32007,NV,Elko,0,0,0.6185,3,5.0,0,54293,20079,0,0.0,0.0
54007,WV,Braxton,0,0,0.6013,3,8.0,0,12162,6410,0,0.0,0.0
26165,MI,Wexford,0,0,0.5056,3,6.0,0,34122,15837,0,0.0,0.0
48079,TX,Cochran,0,0,0.938,4,2.0,1,2509,946,1,,
42013,PA,Blair,2,0,0.3108,2,3.0,1,120273,57576,0,3.473669584549118,0.0
29085,MO,Hickory,0,0,0.6157,3,8.0,0,8718,5246,0,0.0,0.0
29009,MO,Barry,0,0,0.5768,3,6.0,0,35265,16946,0,0.0,0.0
27123,MN,Ramsey,2,3,0.7076,3,1.0,1,536075,204968,0,0.975762070176808,1.4636431052652121
05081,AR,Little River,0,0,0.4197,2,3.0,1,11805,5696,0,0.0,0.0
32019,NV,Lyon,0,0,0.5593,3,2.0,1,62583,29304,0,0.0,0.0
12071,FL,Lee,0,3,0.7086,3,2.0,1,834573,453402,0,0.0,0.6616644831738722
41033,OR,Josephine,0,0,0.7817,4,3.0,1,87821,46124,0,0.0,0.0
28113,MS,Pike,0,0,0.9812,4,6.0,0,39394,16504,0,0.0,0.0
47031,TN,Coffee,0,0,0.6411,3,4.0,0,60633,26161,0,0.0,0.0
16059,ID,Lemhi,0,0,0.4073,2,9.0,0,8441,4714,0,0.0,0.0
21183,KY,Ohio,0,0,0.4251,2,6.0,0,23626,10556,0,0.0,0.0
31153,NE,Sarpy,0,0,0.0776,1,2.0,1,199886,72761,0,0.0,0.0
13071,GA,Colquitt,0,0,0.9847,4,6.0,0,46167,18700,0,0.0,0.0
27167,MN,Wilkin,0,0,0.1556,1,8.0,0,6306,2959,0,0.0,0.0
17157,IL,Randolph,0,0,0.4897,2,6.0,0,29815,14124,0,0.0,0.0
23011,ME,Kennebec,0,0,0.357,2,4.0,0,127259,61729,0,0.0,0.0
51173,VA,Smyth,0,0,0.6841,3,7.0,0,29216,14848,0,0.0,0.0
35041,NM,Roosevelt,0,0,0.951,4,7.0,0,18787,6529,0,0.0,0.0
42111,PA,Somerset,0,0,0.3618,2,6.0,0,72197,37696,0,0.0,0.0
51191,VA,Washington,0,0,0.2549,2,2.0,1,54050,28484,0,0.0,0.0
37081,NC,Guilford,1,4,0.7865,4,2.0,1,549866,223447,0,0.4475334195581055,1.790133678232422
16001,ID,Ada,4,4,0.1931,1,2.0,1,524673,216861,0,1.844499472012026,1.844499472012026
40039,OK,Custer,0,0,0.7607,4,5.0,0,28266,9752,0,0.0,0.0
39101,OH,Marion,0,1,0.6443,3,4.0,0,64851,28837,0,0.0,3.4677671047612444
17149,IL,Pike,0,0,0.2771,2,9.0,0,14342,6675,0,0.0,0.0
17203,IL,Woodford,0,0,0.0175,1,2.0,1,38285,17095,0,0.0,0.0
13245,GA,Richmond,1,1,0.9513,4,2.0,1,205414,77858,0,1.2843895296565542,1.2843895296565542
01107,AL,Pickens,0,0,0.8918,4,2.0,1,18688,8668,0,0.0,0.0
40045,OK,Ellis,0,0,0.5323,3,9.0,0,3648,1813,0,0.0,0.0
17145,IL,Perry,0,0,0.6001,3,7.0,0,20503,9413,0,0.0,0.0
19075,IA,Grundy,0,0,0.0029,1,3.0,1,12384,5706,0,0.0,0.0
08107,CO,Routt,0,1,0.1314,1,7.0,0,25064,12083,0,0.0,8.276090374906893
34035,NJ,Somerset,0,3,0.1912,1,1.0,1,348842,162043,0,0.0,1.8513604413643292
06011,CA,Colusa,0,0,0.84,4,6.0,0,22037,8415,0,0.0,0.0
17087,IL,Johnson,0,0,0.3834,2,8.0,0,13326,6140,0,0.0,0.0
08053,CO,Hinsdale,0,0,0.0869,1,9.0,0,765,483,1,,
16031,ID,Cassia,0,0,0.56,3,6.0,0,25696,9045,0,0.0,0.0
27059,MN,Isanti,1,0,0.0913,1,1.0,1,43182,18716,0,5.343022013250694,0.0
42049,PA,Erie,1,1,0.6242,3,2.0,1,267571,119914,0,0.8339309838717748,0.8339309838717748
28029,MS,Copiah,0,0,0.7976,4,2.0,1,27664,12403,0,0.0,0.0
48467,TX,Van Zandt,0,0,0.5714,3,8.0,0,64000,29872,0,0.0,0.0
51161,VA,Roanoke,1,0,0.1333,1,2.0,1,97026,47358,0,2.1115756577558176,0.0
51015,VA,Augusta,0,0,0.2129,1,3.0,1,78247,39373,0,0.0,0.0
02060,AK,Bristol Bay,0,0,0.2332,1,9.0,0,844,383,1,,
49031,UT,Piute,0,0,0.5402,3,9.0,0,1550,802,1,,
21161,KY,Mason,0,0,0.6542,3,6.0,0,16841,7776,0,0.0,0.0
27009,MN,Benton,0,0,0.3719,2,3.0,1,41600,15955,0,0.0,0.0
48129,TX,Donley,0,0,0.3353,2,8.0,0,3214,1557,0,0.0,0.0
12005,FL,Bay,0,0,0.7407,3,3.0,1,190769,85607,0,0.0,0.0
01077,AL,Lauderdale,0,0,0.4919,2,3.0,1,96814,43406,0,0.0,0.0
18045,IN,Fountain,0,0,0.2924,2,8.0,0,16731,7871,0,0.0,0.0
17173,IL,Shelby,0,0,0.1069,1,8.0,0,20568,10392,0,0.0,0.0
17051,IL,Fayette,0,0,0.5644,3,6.0,0,21164,9422,0,0.0,0.0
39127,OH,Perry,0,0,0.3688,2,1.0,1,35551,16213,0,0.0,0.0
51590,VA,Danville,0,0,0.9796,4,4.0,0,41837,18735,0,0.0,0.0
13011,GA,Banks,0,0,0.3373,2,8.0,0,19789,8976,0,0.0,0.0
13305,GA,Wayne,0,0,0.9434,4,6.0,0,31373,12766,0,0.0,0.0
40109,OK,Oklahoma,1,2,0.8431,4,1.0,1,808866,297996,0,0.335574974160727,0.671149948321454
40069,OK,Johnston,0,0,0.875,4,9.0,0,10216,4373,0,0.0,0.0
37099,NC,Jackson,0,0,0.7862,4,7.0,0,44574,19418,0,0.0,0.0
49043,UT,Summit,0,0,0.0509,1,4.0,0,42759,19588,0,0.0,0.0
29167,MO,Polk,0,0,0.6077,3,2.0,1,32780,13906,0,0.0,0.0
32015,NV,Lander,0,0,0.5762,3,9.0,0,5769,2355,0,0.0,0.0
19191,IA,Winneshiek,0,0,0.0522,1,7.0,0,19815,9570,0,0.0,0.0
21023,KY,Bracken,0,0,0.2568,2,1.0,1,8426,3875,0,0.0,0.0
55037,WI,Florence,0,0,0.112,1,9.0,0,4682,2959,0,0.0,0.0
54087,WV,Roane,0,0,0.6141,3,8.0,0,13743,7206,0,0.0,0.0
27159,MN,Wadena,0,0,0.7448,3,9.0,0,14241,6252,0,0.0,0.0
51670,VA,Hopewell,0,0,0.8801,4,1.0,1,22752,8854,0,0.0,0.0
17201,IL,Winnebago,0,2,0.7728,4,2.0,1,280922,122675,0,0.0,1.6303240269003463
04007,AZ,Gila,0,1,0.847,4,4.0,0,54003,30066,0,0.0,3.3260160979179143
24045,MD,Wicomico,1,2,0.7916,4,3.0,1,104800,41980,0,2.38208670795617,4.76417341591234
21043,KY,Carter,0,0,0.5581,3,2.0,1,26366,12291,0,0.0,0.0
37097,NC,Iredell,0,0,0.3773,2,1.0,1,199710,89631,0,0.0,0.0
51083,VA,Halifax,0,0,0.7684,4,6.0,0,33432,17303,0,0.0,0.0
37091,NC,Hertford,0,0,0.9427,4,8.0,0,19453,9421,0,0.0,0.0
36057,NY,Montgomery,0,0,0.7881,4,4.0,0,49368,21842,0,0.0,0.0
27113,MN,Pennington,0,0,0.1416,1,6.0,0,13714,6058,0,0.0,0.0
53073,WA,Whatcom,2,2,0.5002,3,3.0,1,231919,96941,0,2.0631105517789172,2.0631105517789172
41021,OR,Gilliam,0,0,0.5282,3,9.0,0,2026,1126,0,0.0,0.0
34029,NJ,Ocean,0,4,0.4133,2,1.0,1,659197,304847,0,0.0,1.312133627688644
05009,AR,Boone,0,0,0.2647,2,7.0,0,38530,17894,0,0.0,0.0
40031,OK,Comanche,0,0,0.9211,4,3.0,1,121574,42741,0,0.0,0.0
48253,TX,Jones,0,0,0.5829,3,3.0,1,20381,7991,0,0.0,0.0
48185,TX,Grimes,0,0,0.8676,4,6.0,0,32384,14160,0,0.0,0.0
26049,MI,Genesee,1,5,0.6573,3,2.0,1,401522,180931,0,0.5526968844476624,2.763484422238312
22007,LA,Assumption,0,0,0.7296,3,2.0,1,20160,9655,0,0.0,0.0
28013,MS,Calhoun,0,0,0.8988,4,9.0,0,12685,6030,0,0.0,0.0
28041,MS,Greene,0,0,0.7776,4,8.0,0,13601,5693,0,0.0,0.0
30017,MT,Custer,0,0,0.3589,2,7.0,0,11985,5542,0,0.0,0.0
46109,SD,Roberts,0,0,0.6694,3,9.0,0,10206,4485,0,0.0,0.0
17141,IL,Ogle,0,0,0.3131,2,6.0,0,51265,23929,0,0.0,0.0
38077,ND,Richland,0,0,0.2459,1,6.0,0,16558,7073,0,0.0,0.0
55005,WI,Barron,0,1,0.4009,2,6.0,0,46833,23442,0,0.0,4.265847623922873
55051,WI,Iron,0,0,0.0926,1,9.0,0,6228,3860,0,0.0,0.0
27157,MN,Wabasha,0,0,0.0986,1,3.0,1,21683,10877,0,0.0,0.0
06015,CA,Del Norte,0,0,0.9004,4,7.0,0,26589,12116,0,0.0,0.0
40127,OK,Pushmataha,0,0,0.8896,4,9.0,0,10800,5245,0,0.0,0.0
53007,WA,Chelan,1,1,0.7999,4,3.0,1,79997,35846,0,2.7897115438263684,2.7897115438263684
26141,MI,Presque Isle,0,0,0.1957,1,9.0,0,13285,8239,0,0.0,0.0
40027,OK,Cleveland,0,0,0.5527,3,1.0,1,301193,112842,0,0.0,0.0
36105,NY,Sullivan,0,0,0.8654,4,6.0,0,79920,36691,0,0.0,0.0
37149,NC,Polk,0,0,0.3583,2,8.0,0,20060,12280,0,0.0,0.0
37165,NC,Scotland,0,0,0.9959,4,6.0,0,34376,14634,0,0.0,0.0
37085,NC,Harnett,0,0,0.7372,3,4.0,0,141477,52234,0,0.0,0.0
37105,NC,Lee,0,0,0.8953,4,4.0,0,67059,28821,0,0.0,0.0
18159,IN,Tipton,0,0,0.0382,1,1.0,1,15256,7586,0,0.0,0.0
20027,KS,Clay,0,0,0.4636,2,8.0,0,8007,3859,0,0.0,0.0
40145,OK,Wagoner,0,0,0.4489,2,1.0,1,89280,37318,0,0.0,0.0
30083,MT,Richland,0,0,0.2644,2,7.0,0,11173,4664,0,0.0,0.0
05003,AR,Ashley,0,0,0.8237,4,7.0,0,18262,8843,0,0.0,0.0
05041,AR,Desha,0,0,0.9749,4,9.0,0,10479,4737,0,0.0,0.0
47135,TN,Perry,0,0,0.4677,2,9.0,0,8891,4186,0,0.0,0.0
27163,MN,Washington,1,2,0.0503,1,1.0,1,278936,120274,0,0.831434890333738,1.662869780667476
51740,VA,Portsmouth,0,2,0.8355,4,1.0,1,96793,36586,0,0.0,5.466571912753512
42051,PA,Fayette,0,0,0.5224,3,1.0,1,123915,62540,0,0.0,0.0
54023,WV,Grant,0,0,0.2695,2,9.0,0,10921,5769,0,0.0,0.0
51171,VA,Shenandoah,0,0,0.4298,2,6.0,0,45228,21895,0,0.0,0.0
48235,TX,Irion,0,0,0.2962,2,3.0,1,1549,735,1,,
29025,MO,Caldwell,0,0,0.3163,2,1.0,1,8955,4160,0,0.0,0.0
12107,FL,Putnam,0,1,0.9835,4,4.0,0,75955,37896,0,0.0,2.638800928857927
18025,IN,Crawford,0,0,0.3124,2,8.0,0,10438,5343,0,0.0,0.0
29111,MO,Lewis,0,0,0.4486,2,9.0,0,9818,4266,0,0.0,0.0
31075,NE,Grant,0,0,0.168,1,9.0,0,565,268,1,,
16071,ID,Oneida,0,0,0.0792,1,8.0,0,4953,2108,0,0.0,0.0
17139,IL,Moultrie,0,0,0.4827,2,8.0,0,14342,6219,0,0.0,0.0
21107,KY,Hopkins,0,1,0.6344,3,5.0,0,44929,20241,0,0.0,4.9404673682130325
16035,ID,Clearwater,0,0,0.5912,3,8.0,0,9214,5326,0,0.0,0.0
21013,KY,Bell,0,0,0.7782,4,7.0,0,23317,10804,0,0.0,0.0
27035,MN,Crow Wing,0,0,0.2087,1,4.0,0,68304,34798,0,0.0,0.0
04009,AZ,Graham,0,0,0.8486,4,7.0,0,39525,14181,0,0.0,0.0
05123,AR,St. Francis,0,0,0.9777,4,6.0,0,22101,9529,0,0.0,0.0
13101,GA,Echols,0,0,0.4623,2,3.0,1,3709,1467,0,0.0,0.0
02070,AK,Dillingham,0,0,0.8931,4,9.0,0,4607,1503,0,0.0,0.0
20105,KS,Lincoln,0,0,0.1021,1,9.0,0,2920,1497,0,0.0,0.0
20183,KS,Smith,0,0,0.0404,1,9.0,0,3590,1963,0,0.0,0.0
12065,FL,Jefferson,0,0,0.7439,3,2.0,1,15450,8289,0,0.0,0.0
28005,MS,Amite,0,0,0.7894,4,8.0,0,12442,6590,0,0.0,0.0
05097,AR,Montgomery,0,0,0.5765,3,8.0,0,8620,4864,0,0.0,0.0
26025,MI,Calhoun,0,0,0.6815,3,3.0,1,133366,58743,0,0.0,0.0
01029,AL,Cleburne,0,0,0.5196,3,8.0,0,15639,7269,0,0.0,0.0
08123,CO,Weld,0,1,0.5889,3,2.0,1,359442,127884,0,0.0,0.7819586500265865
40009,OK,Beckham,0,0,0.8403,4,7.0,0,22042,8506,0,0.0,0.0
06049,CA,Modoc,0,0,0.8186,4,8.0,0,8500,4694,0,0.0,0.0
19153,IA,Polk,1,1,0.4477,2,2.0,1,505255,190259,0,0.5255993146184937,0.5255993146184937
13179,GA,Liberty,0,0,0.9007,4,3.0,1,69210,18203,0,0.0,0.0
48349,TX,Navarro,0,0,0.979,4,4.0,0,55635,22211,0,0.0,0.0
48047,TX,Brooks,0,0,0.9163,4,9.0,0,6848,2589,0,0.0,0.0
47187,TN,Williamson,1,0,0.0165,1,1.0,1,264460,114747,0,0.8714824788447628,0.0
56021,WY,Laramie,0,1,0.2514,2,3.0,1,100984,41693,0,0.0,2.398484158012136
53003,WA,Asotin,0,0,0.4283,2,3.0,1,22549,11612,0,0.0,0.0
27155,MN,Traverse,0,0,0.1829,1,9.0,0,3136,1605,0,0.0,0.0
17017,IL,Cass,0,0,0.4998,2,6.0,0,12596,5521,0,0.0,0.0
13247,GA,Rockdale,0,0,0.777,4,1.0,1,95987,41467,0,0.0,0.0
42067,PA,Juniata,0,0,0.4846,2,8.0,0,23243,11138,0,0.0,0.0
42083,PA,McKean,0,0,0.3188,2,7.0,0,39519,19120,0,0.0,0.0
40049,OK,Garvin,0,0,0.546,3,6.0,0,25865,10894,0,0.0,0.0
31021,NE,Burt,0,0,0.1798,1,8.0,0,6727,3339,0,0.0,0.0
35045,NM,San Juan,0,1,0.9669,4,3.0,1,120675,48807,0,0.0,2.0488864302251724
36073,NY,Orleans,0,0,0.58,3,1.0,1,39124,18998,0,0.0,0.0
22031,LA,De Soto,0,0,0.8101,4,2.0,1,27114,11970,0,0.0,0.0
06019,CA,Fresno,0,0,0.9618,4,1.0,1,1017162,349550,0,0.0,0.0
13105,GA,Elbert,0,0,0.9224,4,6.0,0,20013,9356,0,0.0,0.0
01005,AL,Barbour,0,0,0.9927,4,6.0,0,24585,11190,0,0.0,0.0
37017,NC,Bladen,0,0,0.8326,4,8.0,0,29484,14813,0,0.0,0.0
48111,TX,Dallam,0,0,0.6039,3,7.0,0,7237,2259,0,0.0,0.0
17167,IL,Sangamon,0,2,0.4041,2,3.0,1,193491,87936,0,0.0,2.2743813682678313
40035,OK,Craig,0,0,0.9316,4,6.0,0,14494,6501,0,0.0,0.0
47035,TN,Cumberland,0,0,0.3506,2,4.0,0,64760,37743,0,0.0,0.0
26137,MI,Otsego,0,0,0.2759,2,7.0,0,25747,12677,0,0.0,0.0
19161,IA,Sac,0,0,0.0614,1,9.0,0,9686,4793,0,0.0,0.0
49015,UT,Emery,0,0,0.2269,1,9.0,0,10144,4128,0,0.0,0.0
53019,WA,Ferry,0,0,0.7159,3,8.0,0,7497,4367,0,0.0,0.0
30109,MT,Wibaux,0,0,0.273,2,9.0,0,910,462,1,,
35027,NM,Lincoln,0,0,0.8346,4,7.0,0,20029,11494,0,0.0,0.0
40021,OK,Cherokee,0,0,0.9236,4,6.0,0,48185,19485,0,0.0,0.0
27173,MN,Yellow Medicine,0,0,0.237,1,9.0,0,9467,4419,0,0.0,0.0
48231,TX,Hunt,0,0,0.8746,4,1.0,1,113347,44505,0,0.0,0.0
48335,TX,Mitchell,0,0,0.6958,3,7.0,0,9075,3304,0,0.0,0.0
48499,TX,Wood,0,0,0.7655,4,6.0,0,47921,25570,0,0.0,0.0
40113,OK,Osage,0,0,0.6207,3,1.0,1,46130,22078,0,0.0,0.0
37039,NC,Cherokee,0,0,0.3729,2,9.0,0,29959,18067,0,0.0,0.0
26107,MI,Mecosta,0,0,0.6102,3,6.0,0,41099,18705,0,0.0,0.0
21195,KY,Pike,0,1,0.7506,4,7.0,0,55973,26973,0,0.0,3.7074111148185223
12067,FL,Lafayette,0,0,0.8409,4,9.0,0,8078,3595,0,0.0,0.0
37035,NC,Catawba,2,2,0.6818,3,2.0,1,164645,75845,0,2.636956951677764,2.636956951677764
21025,KY,Breathitt,0,0,0.6962,3,9.0,0,12953,6175,0,0.0,0.0
48075,TX,Childress,0,0,0.7178,3,9.0,0,6788,2493,0,0.0,0.0
29181,MO,Ripley,0,0,0.476,2,9.0,0,10806,4873,0,0.0,0.0
17179,IL,Tazewell,1,0,0.1085,1,2.0,1,129541,59364,0,1.6845226062933765,0.0
48243,TX,Jeff Davis,0,0,0.4738,2,9.0,0,1856,1396,0,0.0,0.0
51678,VA,Lexington,0,0,0.0474,1,6.0,0,7528,2153,0,0.0,0.0
05135,AR,Sharp,0,0,0.5838,3,9.0,0,17968,9484,0,0.0,0.0
08069,CO,Larimer,1,2,0.1524,1,2.0,1,370771,148134,0,0.6750644686567567,1.3501289373135135
37177,NC,Tyrrell,0,0,0.854,4,9.0,0,3461,1747,0,0.0,0.0
27131,MN,Rice,0,0,0.4598,2,4.0,0,67948,27555,0,0.0,0.0
29219,MO,Warren,0,0,0.1689,1,1.0,1,37806,16998,0,0.0,0.0
21227,KY,Warren,0,1,0.7731,4,3.0,1,142229,50568,0,0.0,1.9775352001265623
22017,LA,Caddo,1,4,0.9329,4,2.0,1,226386,98229,0,1.0180292988832218,4.072117195532887
46121,SD,Todd,0,0,0.9475,4,9.0,0,9199,2221,0,0.0,0.0
19127,IA,Marshall,0,0,0.6799,3,4.0,0,40014,16770,0,0.0,0.0
40141,OK,Tillman,0,0,0.9125,4,8.0,0,6869,3206,0,0.0,0.0
37113,NC,Macon,0,0,0.4906,2,7.0,0,38412,21114,0,0.0,0.0
54063,WV,Monroe,0,0,0.3901,2,8.0,0,12382,6558,0,0.0,0.0
18155,IN,Switzerland,0,0,0.5886,3,8.0,0,10019,4724,0,0.0,0.0
21105,KY,Hickman,0,0,0.2326,1,8.0,0,4447,2381,0,0.0,0.0
01061,AL,Geneva,0,0,0.5822,3,3.0,1,26988,12835,0,0.0,0.0
17099,IL,LaSalle,0,0,0.3894,2,4.0,0,108309,50340,0,0.0,0.0
19055,IA,Delaware,0,0,0.0248,1,8.0,0,17600,8513,0,0.0,0.0
20127,KS,Morris,0,0,0.1569,1,8.0,0,5334,2772,0,0.0,0.0
19051,IA,Davis,0,0,0.4585,2,9.0,0,9169,3746,0,0.0,0.0
16015,ID,Boise,0,0,0.1075,1,2.0,1,8517,5075,0,0.0,0.0
55081,WI,Monroe,0,0,0.4432,2,4.0,0,46151,20138,0,0.0,0.0
37143,NC,Perquimans,0,0,0.5921,3,8.0,0,13377,7398,0,0.0,0.0
12047,FL,Hamilton,0,0,0.9803,4,8.0,0,13471,6207,0,0.0,0.0
02170,AK,Matanuska-Susitna,0,0,0.4792,2,2.0,1,115239,43783,0,0.0,0.0
18035,IN,Delaware,0,0,0.6309,3,3.0,1,112321,45293,0,0.0,0.0
12075,FL,Levy,0,0,0.7582,4,2.0,1,46545,24387,0,0.0,0.0
28045,MS,Hancock,0,0,0.4776,2,2.0,1,46159,23843,0,0.0,0.0
13315,GA,Wilcox,0,0,0.8212,4,9.0,0,8779,3954,0,0.0,0.0
22081,LA,Red River,0,0,0.6662,3,8.0,0,7356,3389,0,0.0,0.0
47093,TN,Knox,2,3,0.3738,2,2.0,1,500669,201828,0,0.9909427829637117,1.4864141744455674
23017,ME,Oxford,0,0,0.3452,2,6.0,0,59905,31995,0,0.0,0.0
29095,MO,Jackson,5,6,0.6866,3,1.0,1,718560,285190,0,1.7532171534766294,2.1038605841719558
13281,GA,Towns,0,0,0.5622,3,9.0,0,13035,8244,0,0.0,0.0
28129,MS,Smith,0,0,0.7251,3,8.0,0,14099,6529,0,0.0,0.0
16075,ID,Payette,0,0,0.6713,3,6.0,0,27279,11933,0,0.0,0.0
16079,ID,Shoshone,0,0,0.7493,3,8.0,0,14026,6906,0,0.0,0.0
37095,NC,Hyde,0,0,0.874,4,9.0,0,4607,2425,0,0.0,0.0
19067,IA,Floyd,0,0,0.1196,1,7.0,0,15326,7334,0,0.0,0.0
21145,KY,McCracken,1,1,0.5517,3,3.0,1,67428,31037,0,3.221960885394851,3.221960885394851
21225,KY,Union,0,0,0.2424,1,8.0,0,13106,6227,0,0.0,0.0
46125,SD,Turner,0,0,0.0725,1,2.0,1,9027,4038,0,0.0,0.0
47029,TN,Cocke,0,0,0.7369,3,6.0,0,37404,18872,0,0.0,0.0
47067,TN,Hancock,0,0,0.8419,4,8.0,0,6956,3446,0,0.0,0.0
47071,TN,Hardin,0,0,0.503,3,6.0,0,27229,13989,0,0.0,0.0
45067,SC,Marion,0,0,0.8753,4,6.0,0,28508,13537,0,0.0,0.0
22117,LA,Washington,0,0,0.9822,4,6.0,0,44865,19639,0,0.0,0.0
29207,MO,Stoddard,0,0,0.4359,2,6.0,0,28397,13223,0,0.0,0.0
13093,GA,Dooly,0,0,0.9313,4,8.0,0,10981,5518,0,0.0,0.0
27145,MN,Stearns,1,1,0.4572,2,3.0,1,160977,62081,0,1.6107987951225013,1.6107987951225013
31155,NE,Saunders,0,0,0.0108,1,2.0,1,23463,10373,0,0.0,0.0
27141,MN,Sherburne,0,0,0.1047,1,1.0,1,102206,39007,0,0.0,0.0
46035,SD,Davison,0,0,0.3742,2,7.0,0,19922,8835,0,0.0,0.0
47025,TN,Claiborne,0,0,0.5619,3,6.0,0,32654,15527,0,0.0,0.0
48337,TX,Montague,0,0,0.5959,3,6.0,0,21598,10257,0,0.0,0.0
48049,TX,Brown,0,0,0.9135,4,5.0,0,38709,18015,0,0.0,0.0
55101,WI,Racine,0,0,0.4674,2,3.0,1,196613,87928,0,0.0,0.0
55115,WI,Shawano,0,0,0.1769,1,6.0,0,41109,20729,0,0.0,0.0
19009,IA,Audubon,0,0,0.0611,1,9.0,0,5534,2851,0,0.0,0.0
48207,TX,Haskell,0,0,0.812,4,8.0,0,5385,2518,0,0.0,0.0
40083,OK,Logan,0,0,0.3003,2,1.0,1,53029,23115,0,0.0,0.0
36065,NY,Oneida,0,0,0.6828,3,2.0,1,227555,103197,0,0.0,0.0
08065,CO,Lake,0,0,0.1152,1,9.0,0,7365,2936,0,0.0,0.0
40121,OK,Pittsburg,0,0,0.868,4,7.0,0,43479,19287,0,0.0,0.0
54017,WV,Doddridge,0,0,0.2625,2,9.0,0,7680,3934,0,0.0,0.0
54105,WV,Wirt,0,0,0.2552,2,3.0,1,5000,2604,0,0.0,0.0
33003,NH,Carroll,0,0,0.1406,1,6.0,0,52448,31918,0,0.0,0.0
54095,WV,Tyler,0,0,0.1349,1,9.0,0,7919,4291,0,0.0,0.0
27079,MN,Le Sueur,0,0,0.0694,1,1.0,1,29255,13434,0,0.0,0.0
53017,WA,Douglas,0,0,0.8116,4,3.0,1,44798,18826,0,0.0,0.0
36009,NY,Cattaraugus,0,2,0.6809,3,4.0,0,75600,35654,0,0.0,5.609468783306221
55027,WI,Dodge,0,0,0.1584,1,4.0,0,88231,41962,0,0.0,0.0
19105,IA,Jones,0,0,0.1082,1,2.0,1,20900,10112,0,0.0,0.0
20007,KS,Barber,0,0,0.5107,3,9.0,0,4071,2012,0,0.0,0.0
29169,MO,Pulaski,0,0,0.6927,3,5.0,0,53812,14423,0,0.0,0.0
01045,AL,Dale,0,0,0.7766,4,4.0,0,49871,20953,0,0.0,0.0
20109,KS,Logan,0,0,0.28,2,9.0,0,2665,1159,0,0.0,0.0
06039,CA,Madera,1,1,0.9593,4,1.0,1,162858,59137,0,1.6909887211052304,1.6909887211052304
29075,MO,Gentry,0,0,0.4066,2,8.0,0,6287,2731,0,0.0,0.0
31009,NE,Blaine,0,0,0.0799,1,9.0,0,436,228,1,,
49009,UT,Daggett,0,0,0.1849,1,9.0,0,992,535,1,,
56031,WY,Platte,0,0,0.3309,2,8.0,0,8546,4543,0,0.0,0.0
